date,file,house,bill,state,chamber
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab Right to Business (Amendment) Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab Goods and Services Tax (Amendment) Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab Official Language (Amendment) Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab Learning of Punjabi and other Languages (Amendment) Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab Affiliated Colleges (Security of Service) Amendment Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab One-Time Voluntary Disclosure and Settlement of Building Constructed in Violations of the Buildings Bye-Laws Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab Protection and Regularisation of Contractual Employees' Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab Fruit Nurseries (Amendment) Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Punjab Legislative Assembly,"The Punjab Fiscal Responsibility and Budget Management (Second Amendment) Bill, 2021",Punjab,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Telangana Legislative Assembly,"The Telangana Housing Board (Amendment) Bill, 2021",Telangana,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Telangana Legislative Assembly,"The Konda Laxman Telangana Horticultural University (Amendment) Bill, 2021",Telangana,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Telangana Legislative Assembly,"The National Academy of Legal Studies and Research University (Amendment) Bill, 2021",Telangana,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Telangana Legislative Assembly,"The Telangana Panchayat Raj (Amendment) Bill, 2021",Telangana,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Telangana Legislative Assembly,"The Telangana Goods and Services (Amendment) Bill, 2021",Telangana,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Telangana Legislative Assembly,"The Telangana State Prevention of Touting and Malpractices against Tourists and Travelers Bill, 2021",Telangana,Legislative Assembly
Mar-22,JPI_March_2022.pdf,Telangana Legislative Assembly,"The Indian Stamp (Telangana Amendment) Bill, 2021",Telangana,Legislative Assembly
Mar-22,JPI_March_2022.pdf,West Bengal Legislative Assembly,"The Howrah Municipal Corporation (Amendment) Bill, 2021",West Bengal,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Taxation (Liquidation of Arrear Dues) (Amendment) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam State Commission for Minorities (Amendment) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Borstal Institution (Repealing) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Children (Repealing) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Guwahati Municipal Corporation (Amendment) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Municipal Corporation Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Industrial Infrastructure Development Corporation (Amendment) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Repealing Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Excise (Amendment) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Fiscal Responsibility and Budget Management (Amendment) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Contingency Fund (Augmentation of Corpus) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Direct Recruitment Commission for Analogous Posts in Class III and Class IV (Amendment) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Aid to Industries (Small and Cottage Industries) (Repealing) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Elementary Education (Provincialisation) (Repealing) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam State Higher Education Council (Repealing) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Venture Sanskrit and Pali Educational Institution (Provincialisation of Services) (Repealing) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Classical Institution (Sanskrit and Pali - Prakrit) (Provincialisation) (Repealing) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam State Youth Commission Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Consolidation of Holding (Repealing) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Assam Legislative Assembly,"The Assam Famine Relief and Insurance Fund (Repealing) Bill, 2022",Assam,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Chhattisgarh Legislative Assembly,"Chhattisgarh Anadhikrit Vikas ka Niymitikaran (Sanshodhan) Vidheyak, 2022",Chhattisgarh,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Chhattisgarh Legislative Assembly,"Chhattisgarh Viniyog (Kramank-1) Vidheyak, 2022",Chhattisgarh,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Chhattisgarh Legislative Assembly,"Chhattisgarh Bhu-Rajaswa Sanhita (Sanshodhan) Vidheyak, 2022",Chhattisgarh,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Chhattisgarh Legislative Assembly,"Chhattisgarh Viniyog (Kramank-2) Vidheyak, 2022",Chhattisgarh,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Delhi Legislative Assembly,"The Delhi Appropriation (No.2) Bill, 2022",Delhi,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Delhi Legislative Assembly,"The Delhi Appropriation (No.3) Bill, 2022",Delhi,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Delhi Legislative Assembly,"The Delhi Electricity Reforms (Amendment) Bill, 2022",Delhi,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Gujarat Legislative Assembly,"The Gujarat Land Grabbing (Prohibition) (Amendment) Bill, 2022",Gujarat,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Gujarat Legislative Assembly,"The Gujarat Organic Agricultural University (Amendment) Bill, 2022",Gujarat,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Gujarat Legislative Assembly,"The Gujarat Unprotected Manual Workers (Regulation of Employment and Welfare) (Repeal) Bill, 2022",Gujarat,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Gujarat Legislative Assembly,"The Gujarat (Supplementary) Appropriation Bill, 2022",Gujarat,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Gujarat Legislative Assembly,"The Gujarat Public Safety (Measures) Enforcement Bill, 2022",Gujarat,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Gujarat Legislative Assembly,"The Gujarat Cattle Control (Keeping and Moving) in Urban Areas Bill, 2022",Gujarat,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Gujarat Legislative Assembly,"The Gujarat Private Universities (Amendment) Bill, 2022",Gujarat,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Gujarat Legislative Assembly,"The Gujarat Appropriation Bill, 2022",Gujarat,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Prevention of Unlawful Conversion of Religion Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Prohibition of Change of Public Utilities Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Laws (Special Provisions) Amendment Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Repealing Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Fire and Emergency Services Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Appropriation (No.1) Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Kisan Kalyan Pradhikaran (Amendment) Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Mechanical Vehicles (Levy of Tolls) Amendment Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Appropriation (No.2) Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Water Resources (Conservation, Regulation and Management) Authority (Amendment) Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Good Conduct Prisoners (Temporary Release) Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Transplantation of Human Organs (Haryana Validation) Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Fiscal Responsibility and Budget Management (Amendment) Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Haryana Legislative Assembly (Salary, Allowances and Pension of Members) Amendment Bill, 2022",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Haryana Legislative Assembly,"The Sports University of Haryana Bill, 2021",Haryana,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Himachal Pradesh Legislative Assembly,"The Himachal Pradesh Appropriation Bill, 2022",Himachal Pradesh,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Himachal Pradesh Legislative Assembly,"The Himachal Pradesh Municipal Corporation (Amendment) Bill, 2022",Himachal Pradesh,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Himachal Pradesh Legislative Assembly,"The Himachal Pradesh Land Revenue (Amendment) Bill, 2022",Himachal Pradesh,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Himachal Pradesh Legislative Assembly,"The Himachal Pradesh Appropriation (No.2) Bill, 2022",Himachal Pradesh,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Himachal Pradesh Legislative Assembly,"The Himachal Pradesh Slum Dwellers (Proprietary Rights) Bill, 2022",Himachal Pradesh,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Himachal Pradesh Legislative Assembly,"The Himachal Pradesh Ceiling on Land Holdings (Amendment) Bill, 2021",Himachal Pradesh,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Stamp (Amendment) Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Criminal Law Amendment Ordinance, 1944 (Karnataka Amendment) Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Stamp (Second Amendment) Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Civil Services (Validation of Selection and Appointment of 2011 batch Gazetted Probationers) Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Ministers Salaries and Allowances (Amendment) Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Legislature Salaries, Pension and Allowances (Amendment) Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Prisons (Amendment) Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Industrial Areas Development (Amendment) Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Fiscal Responsibility (Amendment) Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Gram Swaraj and Panchayat Raj (Amendment) Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Appropriation Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Appropriation (No. 2) Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Karnataka Legislative Assembly,"The Karnataka Motor Vehicles Taxation (Amendment) Bill, 2022",Karnataka,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Kerala Legislative Assembly,"The Kerala Appropriation Bill, 2022",Kerala,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Kerala Legislative Assembly,"The Kerala Appropriation (No. 2) Bill, 2022",Kerala,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Kerala Legislative Assembly,"The Kerala Appropriation (No. 3) Bill, 2022",Kerala,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Kerala Legislative Assembly,"The Kerala Appropriation (No. 4) Bill, 2022",Kerala,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Kerala Legislative Assembly,"The Kerala Appropriation (No. 5) Bill, 2022",Kerala,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Kerala Legislative Assembly,"The Kerala Appropriation (No. 6) Bill, 2022",Kerala,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Kerala Legislative Assembly,"The Kerala Appropriation (Vote on Account) Bill, 2022",Kerala,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Exclusive Special Courts (for certain Offences against Women and Children under SHAKTI Law) Bill, 2020",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Co-operative Societies (Third Amendment) Bill, 2021",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Shops and Establishments (Regulation of Employment and Conditions of Service) (Amendment) Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Mumbai Municipal Corporation, Maharashtra Education and Employment Guarantee (Cess) and Maharashtra (Urban Areas) Protection and Preservation of Trees (Amendment) Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Mumbai Municipal Corporation (Amendment) Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Mumbai Municipal Corporation, Maharashtra Municipal Corporations and the Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Amendment) Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Village Panchayats and the Maharashtra Zilla Parishads and Panchayat and Panchayat Samitis (Amendment) Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra (Supplementary) Appropriation Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Settlement of Arrears of Tax, Interest, Penalty or Late Fee Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Public Universities (Amendment) Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Stamp (Amendment) Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Appropriation Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Local Authorities (Official Languages) Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra Educational Institutions (Regulation of Fee) (Amendment) Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The Maharashtra COEP Technological University Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"The NICMAR University, Pune Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Maharashtra Legislative Assembly,"Dr. P.A. INAMDAR University, Pune Bill, 2022",Maharashtra,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Meghalaya Legislative Assembly,"The Meghalaya Compulsory Registration of Marriage (Amendment) Bill, 2022",Meghalaya,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Meghalaya Legislative Assembly,"The Meghalaya Settlement of Arrears (Under the State Taxation Acts) (Amendment) Bill, 2022",Meghalaya,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Meghalaya Legislative Assembly,"The Registration (Meghalaya Amendment) Bill, 2022",Meghalaya,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Meghalaya Legislative Assembly,"The Meghalaya Fiscal Responsibility and Budget Management (Amendment) Bill, 2022",Meghalaya,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Meghalaya Legislative Assembly,"The Contingency Fund of Meghalaya (Amendment) Bill, 2022",Meghalaya,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Meghalaya Legislative Assembly,"The Meghalaya Agricultural Land (Regulation) Bill, 2022",Meghalaya,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Meghalaya Legislative Assembly,"The Meghalaya Compulsory Protection of Welfare of Children with Special Needs Bill, 2022",Meghalaya,Legislative Assembly
Jun-22,JPI_June_2022.pdf,Meghalaya Legislative Assembly,"The Meghalaya State Agricultural Produce and Livestock Marketing (Promotion and Facilitation) (Amendment) Bill, 2022",Meghalaya,Legislative Assembly
